Approp Code,Agency,Agency Name,Div,Division Name,Appropriation Name,Appropriation,Fund Name,Fund,Fund Category Name,Appropriation Type,Capital Line, FY14 Actual Approp , FY14 Actual Expend , FY15 Actual Approp , FY15 Estimate Expend , FY16 Governors Proposed 
420-70-0971-49000010,420,Department Of Commerce And Economic Opportunity,70,Office of Energy Assistance,Statewide - Grants Awarded under the Urban Weatherization Initiative Act,49000010,Build Illinois Bond Fund,971,Bond Financed Funds,Reappropriation,Yes,414177383,5389608.06,408787775,2549147.85,406238627.2
420-75-0001-49000100,420,Department Of Commerce And Economic Opportunity,75,Community Development,Northeast DuPage Special Recreation Association,49000100,General Revenue Fund,1,General Funds,New Appropriation,No,250000,250000,250000,250000,0
420-75-0001-49000200,420,Department Of Commerce And Economic Opportunity,75,Community Development,African American Family Commission,49000200,General Revenue Fund,1,General Funds,New Appropriation,No,750000,750000,750000,750000,0
420-75-0001-49000300,420,Department Of Commerce And Economic Opportunity,75,Community Development,School Transportation - Agudath Israel of Illinois,49000300,General Revenue Fund,1,General Funds,New Appropriation,No,1200000,1200000,1200000,1200000,0
420-75-0045-44790000,420,Department Of Commerce And Economic Opportunity,75,Community Development,Grant to Western Illinois University for Operating the Rural Affairs Institute,44790000,Agricultural Premium Fund,45,Special State Funds,New Appropriation,No,160000,160000,160000,0,0
420-75-0851-49000000,420,Department Of Commerce And Economic Opportunity,75,Community Development,"Administrative Expenses and Grants for Housing Assistance Payments, Including Reimbursements of Prior Year Costs",49000000,Federal Moderate Rehabilitation Housing Fund,851,Federal Trust Funds,New Appropriation,No,1500000,333594.4,0,0,0
420-75-0871-49000000,420,Department Of Commerce And Economic Opportunity,75,Community Development,Administrative Expenses and Grants to Eligible Recipients per Community Services Block Grant Act,49000000,Community Services Block Grant Fund,871,Federal Trust Funds,New Appropriation,No,65000000,28232838.08,65000000,29000000,60000000
420-75-0875-49000000,420,Department Of Commerce And Economic Opportunity,75,Community Development,Grants to Local Government per Community Development Act for Illinois Cities,49000000,Community Development/Small Cities Block Grant Fund,875,Federal Trust Funds,New Appropriation,No,300000000,55760072.41,200000000,48000000,100000000
420-75-0875-49000100,420,Department Of Commerce And Economic Opportunity,75,Community Development,Administrative Expenses and Grants Associated with the Section 108 Loan Guarantee Program,49000100,Community Development/Small Cities Block Grant Fund,875,Federal Trust Funds,New Appropriation,No,130000000,0,130000000,0,40000000
420-75-0875-49001000,420,Department Of Commerce And Economic Opportunity,75,Community Development,"Administrative Expenses, Technical Assistance and Grants to Local Governments or Others per Community Development Act for Cities Under 50,000 in Population",49001000,Community Development/Small Cities Block Grant Fund,875,Federal Trust Funds,New Appropriation,No,115000000,25866098.57,120000000,30000000,120000000
420-80-0078-49000000,420,Department Of Commerce And Economic Opportunity,80,Energy and Recycling,Administrative Expenses and Grants for Solid Waste Planning and Recycling,49000000,Solid Waste Management Fund,78,Special State Funds,New Appropriation,No,7000000,4374523.03,7000000,3000000,7000000
420-80-0422-49000000,420,Department Of Commerce And Economic Opportunity,80,Energy and Recycling,Administrative Expenses and Grants for the Ethanol Fuel Research Program,49000000,Alternate Fuels Fund,422,Special State Funds,New Appropriation,No,1000000,324239.36,1000000,500000,1000000
420-80-0531-49000000,420,Department Of Commerce And Economic Opportunity,80,Energy and Recycling,Administrative Expenses and Grants for the Energy Efficiency Portfolio Standards Program,49000000,Energy Efficiency Portfolio Standards Fund,531,Special State Funds,New Appropriation,No,125000000,67823237.32,125000000,70000000,0
420-80-0564-49000000,420,Department Of Commerce And Economic Opportunity,80,Energy and Recycling,Administrative Expenses and Grants for the Renewable Energy Resources Program,49000000,Renewable Energy Resources Trust Fund,564,Special State Funds,New Appropriation,No,9000000,4821468.89,8000000,6600000,0
420-80-0564-49000113,420,Department Of Commerce And Economic Opportunity,80,Energy and Recycling,Administrative Expenses and Grants for the Illinois Green Economy Network,49000113,Renewable Energy Resources Trust Fund,564,Special State Funds,Reappropriation,No,3330000,2965952.06,0,0,0
420-80-0571-49000000,420,Department Of Commerce And Economic Opportunity,80,Energy and Recycling,Administrative Expenses and Grants for Projects that Promote Energy Efficiency,49000000,Energy Efficiency Trust Fund,571,Special State Funds,New Appropriation,No,6000000,1695914.94,9000000,1369789,9000000
420-80-0820-49000000,420,Department Of Commerce And Economic Opportunity,80,Energy and Recycling,Grant Expenses Connected with DCEO Energy Programs,49000000,DCEO Energy Projects Fund,820,Federal Trust Funds,New Appropriation,No,3000000,350447.03,3000000,209544,3000000
420-80-0859-49000000,420,Department Of Commerce And Economic Opportunity,80,Energy and Recycling,Administrative Expenses and Grants Connected with the State Energy Program,49000000,Federal Energy Fund,859,Federal Trust Funds,New Appropriation,No,3000000,1997551.37,6000000,3000000,3000000
420-80-0971-44000027,420,Department Of Commerce And Economic Opportunity,80,Energy and Recycling,Statewide - Renewable Fuels Development Program (07),44000027,Build Illinois Bond Fund,971,Bond Financed Funds,Reappropriation,Yes,20000000,0,20000000,0,20000000
420-80-0971-44000124,420,Department Of Commerce And Economic Opportunity,80,Energy and Recycling,Statewide - Grants to Companies to Expand or Construct Ethanol Plants in Illinois,44000124,Build Illinois Bond Fund,971,Bond Financed Funds,Reappropriation,Yes,1975000,0,1975000,0,1975000
420-80-0971-49000010,420,Department Of Commerce And Economic Opportunity,80,Energy and Recycling,Statewide - Renewable Fuels (10),49000010,Build Illinois Bond Fund,971,Bond Financed Funds,Reappropriation,Yes,13000000,4081270.48,8918730,2991738.52,6147956.32
420-80-0971-49000110,420,Department Of Commerce And Economic Opportunity,80,Energy and Recycling,United Neighborhood Organization (UNO) - Facilities to Alleviate School Overcrowding,49000110,Build Illinois Bond Fund,971,Bond Financed Funds,Reappropriation,Yes,35332452,20332450.78,0,0,0
420-87-0737-49000000,420,Department Of Commerce And Economic Opportunity,87,Federal Stimulus,Federal Recovery - Grants and Technical Assistance Services for Nonprofit Community Organizations and Other Operating and Administrative Costs,49000000,Energy Administration Fund,737,Federal Trust Funds,New Appropriation,No,5000000,780110.35,5000000,334757,0
420-87-0859-49000000,420,Department Of Commerce And Economic Opportunity,87,Federal Stimulus,Federal Recovery - The State Energy Program/Innovative Technology Loan Guarantee Program,49000000,Federal Energy Fund,859,Federal Trust Funds,New Appropriation,No,400000,165432.48,0,0,0
420-87-0913-49000000,420,Department Of Commerce And Economic Opportunity,87,Federal Stimulus,Federal Recovery - Workforce Investment Act,49000000,Federal Workforce Training Fund,913,Federal Trust Funds,New Appropriation,No,6000000,0,0,0,0
420-91-0141-44000026,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,Statewide - Grants to Locals for Economic Development,44000026,Capital Development Fund,141,Bond Financed Funds,Reappropriation,Yes,30454926,205066.29,30249860,8448188.06,28643676.29
420-91-0141-44000027,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,"Acquisition, Financing, Planning, Development and Construction of Capital Facilities including Buildings, Structures, Durable Equipment and Land as authorized by subsection (l), Section 3 of GO Bond Act or Grants to State Agencies for Such Purposes",44000027,Capital Development Fund,141,Bond Financed Funds,Reappropriation,Yes,10000000,0,10000000,0,10000000
420-91-0141-49000010,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,Chicago Housing Authority - Grant for LeClaire Courts,49000010,Capital Development Fund,141,Bond Financed Funds,Reappropriation,Yes,1195268,0,1195268,0,1195268
420-91-0141-49000026,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,"Designated Purpose Balance as authorized by subsection (c) of Section 3 of the GO Bond Act for Open Spaces, Recreational and Conservation Purposes and the Protection of Land and for Deposits into the Partners for Conservation Project Fund",49000026,Capital Development Fund,141,Bond Financed Funds,Reappropriation,Yes,29794891,662174.82,29132717,917990.15,28214726.85
420-91-0141-49000110,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,Medical District Commission - Grant for Capital Improvements,49000110,Capital Development Fund,141,Bond Financed Funds,Reappropriation,Yes,8972435,3252115.84,5720320,2090342.66,4212021.72
420-91-0141-49000410,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,University of Chicago Medical Center - Provident Hospital,49000410,Capital Development Fund,141,Bond Financed Funds,Reappropriation,Yes,3740250,0,3740250,0,3740250
420-91-0141-49000610,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,Illinois Masonic Hospital - Capital Improvements,49000610,Capital Development Fund,141,Bond Financed Funds,Reappropriation,Yes,1798133,0,1798133,0,1798133
420-91-0141-49000910,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,Community Health and Emergency Services - Construction of a Hospital Wing at the Cairo Megaclinic,49000910,Capital Development Fund,141,Bond Financed Funds,Reappropriation,Yes,2250000,165541.7,2084459,0,2084459
420-91-0141-49001000,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,Medical District Commission - Grant for Capital Improvements,49001000,Capital Development Fund,141,Bond Financed Funds,New Appropriation,Yes,0,0,4000000,0,0
420-91-0141-49001015,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,Medical District Commission - Grant for Capital Improvements,49001015,Capital Development Fund,141,Bond Financed Funds,Reappropriation,Yes,0,0,0,0,4000000
420-91-0611-44000026,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,"Statewide - For Construction, Grants and Project Assistance to Local Governments, Non-Profit Organizations and all costs associated with Economic Development Programs and Community Service Programs
",44000026,Fund For Illinois' Future,611,Special State Funds,Reappropriation,Yes,13295450,0,13295450,1000000,12295450
420-91-0971-44000026,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,Designated Purpose Balance as authorized in subsection (b) of Section 4 of the BIBF Act and for Grants to State Agencies for Such Purposes,44000026,Build Illinois Bond Fund,971,Bond Financed Funds,Reappropriation,Yes,47500000,25000000,22500000,20300000,2200000
420-91-0971-49000010,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,Chicago Zoological Society - Grant for Capital Improvements,49000010,Build Illinois Bond Fund,971,Bond Financed Funds,Reappropriation,Yes,1,0,0,0,0
420-91-0971-49000026,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,Designated Purpose Balance as authorized in subsection (a) of Section 4 of the BIBF Act and Grants to State Agencies for Such Purposes,49000026,Build Illinois Bond Fund,971,Bond Financed Funds,Reappropriation,Yes,143465173,15813370.87,127651803,33248168.97,94403634.03
420-91-0971-49000110,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,Transportation Electrification,49000110,Build Illinois Bond Fund,971,Bond Financed Funds,Reappropriation,Yes,8836128,1314088.97,7522040,450807.95,7078732.05
420-91-0971-49000126,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,Designated Purpose Balance as authorized in subsection (c) of Section 4 of the BIBF Act and Grants to State Agencies for Such Purposes,49000126,Build Illinois Bond Fund,971,Bond Financed Funds,Reappropriation,Yes,9589782,807559.25,8782223,1275999.94,7506223.06
420-91-0971-49000210,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,Economic Development - Private Sector Expansion or Retention Activities,49000210,Build Illinois Bond Fund,971,Bond Financed Funds,Reappropriation,Yes,25000000,2500000,22500000,7201994.12,15298005.88
420-91-0971-49000510,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,"Statewide - Stimulus Matches or Bondable Improvements to Match Federal, Local, Private or Other Funds",49000510,Build Illinois Bond Fund,971,Bond Financed Funds,Reappropriation,Yes,26125941,8358347.06,17767594,9741412.92,10010726.39
420-91-0971-49000610,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,Phoenix Foundation of Southern Illinois - Hospital Renovation and Equipment,49000610,Build Illinois Bond Fund,971,Bond Financed Funds,Reappropriation,Yes,1157306,1031715.53,125591,0,125591
420-91-0971-49000710,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,"Rockford District 205 - Projects at Greentek Carver Academy, CICS Rockford Charter Patriots Center, and Sigma Beta Leadership School",49000710,Build Illinois Bond Fund,971,Bond Financed Funds,Reappropriation,Yes,2000000,500000,1500000,0,1500000
420-91-0971-49000810,420,Department Of Commerce And Economic Opportunity,91,Infrastructure Investments,Statewide - Charter School Construction Grants,49000810,Build Illinois Bond Fund,971,Bond Financed Funds,Reappropriation,Yes,9000000,0,9000000,0,9000000
